transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
860,2022-04-11,08:58:00,85,Male,63,Clothing,4,50.00,16.00,200.00
1860,2022-03-12,11:21:00,57,Male,63,Clothing,4,50.00,18.00,200.00
184,2022-02-13,06:44:00,128,Male,31,Electronics,4,50.00,17.00,200.00
734,2022-03-12,08:54:00,77,Female,27,Clothing,1,30.00,15.60,30.00
1184,2022-02-12,08:28:00,23,Male,31,Electronics,4,50.00,27.50,200.00
1734,2022-02-28,08:58:00,72,Female,27,Clothing,1,30.00,14.40,30.00
225,2022-03-05,07:37:00,85,Female,57,Beauty,4,25.00,12.75,100.00
679,2022-08-26,08:59:00,64,Female,18,Beauty,0,0.00,0.00,0.00
746,2022-07-05,11:33:00,42,Female,33,Clothing,0,0.00,0.00,0.00
46016,2022-02-02,09:51:00,137,Female,57,Beauty,0,0.00,0.00,0.00
1679,2022-09-23,08:08:00,71,Female,18,Beauty,3,30.00,15.30,90.00
1746,2022-06-13,07:59:00,88,Female,33,Clothing,3,30.00,10.80,90.00
3,2022-06-14,07:08:00,114,Male,50,Electronics,1,30.00,8.10,30.00
464,2022-03-06,11:13:00,24,Male,38,Electronics,2,300.00,75.00,600.00
484,2022-03-13,07:52:00,135,Female,19,Clothing,4,300.00,75.00,1200.00
591,2022-03-21,08:38:00,94,Male,53,Electronics,4,25.00,6.50,100.00
45933,2022-01-26,07:59:00,80,Male,50,Electronics,1,30.00,15.90,30.00
1464,2022-11-13,10:06:00,80,Male,38,Electronics,2,300.00,126.00,600.00
1484,2022-11-23,09:29:00,22,Female,19,Clothing,4,300.00,147.00,1200.00
1591,2022-09-29,11:00:00,62,Male,53,Electronics,4,25.00,7.00,100.00
21,2022-07-11,07:33:00,59,Female,50,Beauty,1,500.00,275.00,500.00
708,2022-04-06,08:38:00,62,Female,43,Beauty,3,300.00,87.00,900.00
713,2022-04-16,11:43:00,39,Male,34,Beauty,3,25.00,11.25,75.00
768,2022-06-27,06:50:00,58,Female,24,Beauty,3,25.00,10.50,75.00
45951,2022-06-11,10:19:00,44,Female,50,Beauty,1,500.00,155.00,500.00
42948,2022-02-08,07:47:00,41,Female,43,Beauty,3,300.00,162.00,900.00
1713,2022-10-03,10:10:00,90,Male,34,Beauty,3,25.00,10.75,75.00
1768,2022-07-31,09:52:00,85,Female,24,Beauty,3,25.00,8.75,75.00
499,2022-04-03,10:52:00,15,Male,46,Beauty,2,30.00,16.50,60.00
697,2022-12-25,07:52:00,152,Male,53,Clothing,1,500.00,200.00,500.00
831,2022-11-30,11:49:00,149,Male,27,Electronics,4,25.00,13.75,100.00
1499,2022-09-23,09:46:00,3,Male,46,Beauty,2,30.00,11.70,60.00
1697,2022-12-18,08:22:00,54,Male,53,Clothing,1,500.00,265.00,500.00
1831,2022-03-26,10:54:00,80,Male,27,Electronics,4,25.00,6.50,100.00
15,2022-07-01,11:50:00,75,Female,42,Electronics,4,500.00,210.00,2000.00
743,2022-08-07,07:54:00,55,Female,34,Beauty,4,500.00,260.00,2000.00
45945,2022-03-09,11:53:00,94,Female,42,Electronics,4,500.00,200.00,2000.00
1743,2022-10-26,09:37:00,47,Female,34,Beauty,4,500.00,250.00,2000.00
14,2022-05-18,07:11:00,8,Male,64,Clothing,4,30.00,13.20,120.00
103,2022-11-12,10:05:00,33,Female,59,Clothing,1,25.00,10.75,25.00
238,2022-05-10,11:52:00,20,Female,39,Beauty,1,500.00,150.00,500.00
986,2022-08-01,09:35:00,65,Female,49,Clothing,2,500.00,200.00,1000.00
45944,2022-02-04,10:26:00,147,Male,64,Clothing,4,30.00,11.40,120.00
45964,2022-02-14,07:11:00,61,Female,59,Clothing,1,25.00,6.75,25.00
1238,2022-09-17,07:38:00,129,Female,39,Beauty,1,500.00,165.00,500.00
1986,2022-09-14,08:28:00,29,Female,49,Clothing,2,500.00,145.00,1000.00
438,2022-08-31,10:15:00,88,Female,42,Clothing,1,30.00,15.90,30.00
1438,2022-01-07,10:00:00,72,Female,42,Clothing,1,30.00,13.80,30.00
475,2022-08-12,10:39:00,78,Male,26,Clothing,3,25.00,9.00,75.00
505,2022-12-17,07:25:00,86,Male,24,Beauty,1,50.00,19.50,50.00
1475,2022-10-04,07:03:00,132,Male,26,Clothing,3,25.00,10.75,75.00
42125,2022-10-30,08:00:00,98,Male,24,Beauty,1,50.00,14.50,50.00
344,2022-07-17,09:47:00,69,Female,42,Beauty,1,30.00,7.50,30.00
448,2022-03-19,09:36:00,86,Female,54,Beauty,2,30.00,16.20,60.00
742,2022-03-19,06:08:00,37,Female,38,Electronics,4,500.00,195.00,2000.00
1344,2022-12-18,06:12:00,144,Female,42,Beauty,1,30.00,11.10,30.00
1448,2022-05-16,06:28:00,51,Female,54,Beauty,2,30.00,9.30,60.00
1742,2022-11-22,08:25:00,18,Female,38,Electronics,4,500.00,220.00,2000.00
445,2022-04-14,10:48:00,132,Female,53,Electronics,1,300.00,138.00,300.00
787,2022-06-10,10:42:00,25,Male,41,Electronics,1,25.00,13.75,25.00
1445,2022-04-19,06:16:00,31,Female,53,Electronics,1,300.00,129.00,300.00
1787,2022-05-30,07:42:00,104,Male,41,Electronics,1,25.00,10.00,25.00
49,2022-09-17,10:33:00,37,Female,54,Electronics,2,500.00,255.00,1000.00
420,2022-01-02,10:53:00,28,Female,22,Clothing,4,500.00,200.00,2000.00
519,2022-04-08,10:17:00,52,Female,36,Electronics,4,30.00,16.50,120.00
1049,2022-05-16,06:36:00,143,Female,54,Electronics,2,500.00,125.00,1000.00
1420,2022-04-15,07:01:00,138,Female,22,Clothing,4,500.00,205.00,2000.00
1519,2022-01-08,07:35:00,139,Female,36,Electronics,4,30.00,9.30,120.00
64,2022-11-15,06:34:00,7,Male,49,Clothing,4,25.00,8.50,100.00
592,2022-12-26,09:15:00,77,Female,46,Beauty,4,500.00,275.00,2000.00
912,2022-10-31,06:18:00,122,Male,51,Beauty,3,50.00,20.50,150.00
1064,2022-04-14,10:38:00,49,Male,49,Clothing,4,25.00,13.75,100.00
1592,2022-03-16,09:08:00,81,Female,46,Beauty,4,500.00,155.00,2000.00
43800,2022-05-27,07:40:00,146,Male,51,Beauty,3,50.00,22.00,150.00
134,2022-08-25,09:03:00,132,Male,49,Electronics,1,50.00,16.00,50.00
1134,2022-08-05,09:04:00,106,Male,49,Electronics,1,50.00,24.00,50.00
288,2022-05-02,09:59:00,27,Male,28,Clothing,4,30.00,12.00,120.00
323,2022-01-21,08:22:00,97,Female,29,Beauty,3,300.00,150.00,900.00
618,2022-10-13,10:22:00,5,Female,27,Beauty,1,50.00,26.00,50.00
720,2022-04-08,08:50:00,116,Female,56,Beauty,3,500.00,235.00,1500.00
1288,2022-04-05,11:56:00,26,Male,28,Clothing,4,30.00,9.00,120.00
1323,2022-08-15,10:49:00,136,Female,29,Beauty,3,300.00,114.00,900.00
1618,2022-09-15,06:27:00,118,Female,27,Beauty,1,50.00,13.50,50.00
1720,2022-10-10,08:51:00,28,Female,56,Beauty,3,500.00,190.00,1500.00
415,2022-01-05,09:59:00,85,Male,53,Clothing,2,30.00,8.10,60.00
736,2022-12-18,08:30:00,97,Male,29,Clothing,4,25.00,9.75,100.00
929,2022-03-11,10:18:00,40,Female,23,Beauty,3,25.00,10.50,75.00
1415,2022-03-06,07:11:00,146,Male,53,Clothing,2,30.00,15.30,60.00
1736,2022-08-28,08:57:00,87,Male,29,Clothing,4,25.00,10.25,100.00
1929,2022-09-15,06:50:00,62,Female,23,Beauty,3,25.00,12.75,75.00
264,2022-12-26,11:03:00,111,Male,47,Clothing,3,300.00,150.00,900.00
913,2022-10-12,10:52:00,78,Male,29,Electronics,3,30.00,16.50,90.00
940,2022-01-05,08:11:00,46,Female,20,Electronics,1,30.00,9.60,30.00
1264,2022-05-27,09:23:00,82,Male,47,Clothing,3,300.00,123.00,900.00
1913,2022-06-23,07:10:00,101,Male,29,Electronics,3,30.00,14.10,90.00
1940,2022-06-15,09:47:00,56,Female,20,Electronics,1,30.00,11.10,30.00
101,2022-01-08,08:46:00,24,Male,32,Clothing,2,300.00,135.00,600.00
45962,2022-05-17,07:47:00,15,Male,32,Clothing,2,300.00,132.00,600.00
189,2022-01-02,09:44:00,143,Male,63,Beauty,1,50.00,14.50,50.00
317,2022-05-04,07:54:00,117,Male,22,Electronics,3,30.00,12.00,90.00
322,2022-10-19,06:11:00,13,Male,51,Electronics,1,500.00,125.00,500.00
329,2022-10-27,07:42:00,52,Female,46,Electronics,4,25.00,8.00,100.00
1189,2022-12-07,06:08:00,104,Male,63,Beauty,1,50.00,20.50,50.00
1317,2022-08-25,08:02:00,144,Male,22,Electronics,3,30.00,12.00,90.00
1322,2022-11-14,09:56:00,10,Male,51,Electronics,1,500.00,250.00,500.00
1329,2022-01-27,10:39:00,119,Female,46,Electronics,4,25.00,9.25,100.00
235,2022-03-10,10:13:00,132,Female,23,Electronics,2,500.00,275.00,1000.00
300,2022-01-08,09:41:00,138,Female,19,Electronics,4,50.00,26.50,200.00
964,2022-08-26,08:18:00,15,Male,24,Clothing,3,300.00,156.00,900.00
1235,2022-04-04,06:44:00,87,Female,23,Electronics,2,500.00,220.00,1000.00
1300,2022-08-08,08:57:00,7,Female,19,Electronics,4,50.00,24.00,200.00
1964,2022-08-02,08:27:00,115,Male,24,Clothing,3,300.00,111.00,900.00
269,2022-09-19,11:31:00,87,Male,25,Clothing,4,500.00,250.00,2000.00
320,2022-04-20,08:35:00,57,Female,28,Electronics,4,300.00,159.00,1200.00
673,2022-07-04,10:14:00,18,Female,43,Clothing,3,500.00,270.00,1500.00
1269,2022-01-01,08:09:00,71,Male,25,Clothing,4,500.00,145.00,2000.00
1320,2022-11-02,11:55:00,102,Female,28,Electronics,4,300.00,84.00,1200.00
1673,2022-06-14,07:36:00,42,Female,43,Clothing,3,500.00,185.00,1500.00
142,2022-04-08,10:05:00,61,Male,35,Electronics,4,300.00,138.00,1200.00
223,2022-01-15,11:18:00,61,Female,64,Clothing,1,25.00,12.00,25.00
666,2022-03-03,10:59:00,49,Male,51,Electronics,3,50.00,16.00,150.00
1142,2022-11-09,09:49:00,2,Male,35,Electronics,4,300.00,114.00,1200.00
46014,2022-02-20,07:40:00,106,Female,64,Clothing,1,25.00,9.75,25.00
1666,2022-12-08,10:10:00,125,Male,51,Electronics,3,50.00,21.00,150.00
107,2022-10-06,09:18:00,75,Female,21,Clothing,4,300.00,78.00,1200.00
933,2022-09-19,07:53:00,81,Male,22,Beauty,1,30.00,12.90,30.00
45968,2022-12-31,11:14:00,62,Female,21,Clothing,4,300.00,102.00,1200.00
1933,2022-01-12,11:04:00,121,Male,22,Beauty,1,30.00,14.40,30.00
237,2022-04-11,08:54:00,105,Female,50,Beauty,2,500.00,165.00,1000.00
335,2022-02-02,09:23:00,2,Female,47,Beauty,4,30.00,10.80,120.00
1237,2022-02-23,09:20:00,48,Female,50,Beauty,2,500.00,215.00,1000.00
1335,2022-05-27,08:45:00,117,Female,47,Beauty,4,30.00,8.70,120.00
63,2022-02-03,11:49:00,127,Male,57,Electronics,2,25.00,6.25,50.00
195,2022-08-14,11:51:00,10,Male,52,Clothing,1,30.00,9.30,30.00
333,2022-10-06,08:15:00,21,Female,54,Electronics,4,300.00,99.00,1200.00
379,2022-06-01,07:28:00,76,Female,47,Clothing,1,25.00,8.50,25.00
490,2022-01-27,06:07:00,43,Male,34,Clothing,3,50.00,18.50,150.00
530,2022-05-01,07:52:00,8,Female,18,Electronics,4,30.00,9.00,120.00
740,2022-12-01,06:58:00,33,Female,25,Beauty,4,50.00,13.00,200.00
793,2022-05-27,10:53:00,1,Male,54,Beauty,1,30.00,14.70,30.00
1063,2022-08-04,10:26:00,56,Male,57,Electronics,2,25.00,11.00,50.00
1195,2022-09-21,07:07:00,55,Male,52,Clothing,1,30.00,12.00,30.00
1333,2022-11-01,11:38:00,151,Female,54,Electronics,4,300.00,165.00,1200.00
1379,2022-01-02,06:23:00,69,Female,47,Clothing,1,25.00,7.25,25.00
1490,2022-10-26,07:15:00,155,Male,34,Clothing,3,50.00,17.00,150.00
1530,2022-12-10,08:17:00,93,Female,18,Electronics,4,30.00,12.30,120.00
1740,2022-07-16,06:01:00,66,Female,25,Beauty,4,50.00,27.00,200.00
1793,2022-12-11,06:05:00,88,Male,54,Beauty,1,30.00,10.80,30.00
85,2022-09-03,08:05:00,68,Male,31,Clothing,3,50.00,19.00,150.00
232,2022-08-12,07:14:00,150,Female,43,Beauty,1,25.00,12.75,25.00
240,2022-11-05,11:49:00,95,Female,23,Beauty,1,300.00,123.00,300.00
993,2022-09-07,09:21:00,134,Female,48,Electronics,3,50.00,17.00,150.00
1085,2022-08-12,09:29:00,76,Male,31,Clothing,3,50.00,17.00,150.00
1232,2022-05-23,08:05:00,146,Female,43,Beauty,1,25.00,6.25,25.00
1240,2022-08-07,07:42:00,144,Female,23,Beauty,1,300.00,90.00,300.00
1993,2022-12-29,11:53:00,123,Female,48,Electronics,3,50.00,26.50,150.00
366,2022-10-29,09:32:00,116,Male,57,Clothing,2,50.00,17.50,100.00
372,2022-06-19,11:45:00,27,Female,24,Beauty,3,500.00,140.00,1500.00
596,2022-02-12,08:44:00,87,Female,64,Electronics,1,300.00,93.00,300.00
936,2022-01-05,10:51:00,143,Male,57,Beauty,4,50.00,19.50,200.00
1366,2022-01-01,11:34:00,25,Male,57,Clothing,2,50.00,23.50,100.00
1372,2022-03-18,10:53:00,60,Female,24,Beauty,3,500.00,145.00,1500.00
1596,2022-03-28,06:22:00,7,Female,64,Electronics,1,300.00,141.00,300.00
1936,2022-06-19,11:32:00,60,Male,57,Beauty,4,50.00,12.50,200.00
284,2022-11-12,09:17:00,129,Male,43,Clothing,4,50.00,20.50,200.00
434,2022-10-26,06:09:00,50,Female,43,Electronics,2,25.00,8.25,50.00
775,2022-05-06,11:07:00,98,Female,46,Electronics,4,25.00,9.50,100.00
977,2022-07-26,08:35:00,46,Female,35,Electronics,3,25.00,13.75,75.00
1284,2022-12-16,11:43:00,145,Male,43,Clothing,4,50.00,18.00,200.00
1434,2022-02-04,10:02:00,147,Female,43,Electronics,2,25.00,7.00,50.00
1775,2022-12-18,08:04:00,78,Female,46,Electronics,4,25.00,13.75,100.00
1977,2022-08-05,10:46:00,63,Female,35,Electronics,3,25.00,12.00,75.00
649,2022-06-21,08:17:00,44,Female,58,Clothing,2,300.00,135.00,600.00
1649,2022-10-21,07:44:00,72,Female,58,Clothing,2,300.00,75.00,600.00
54,2022-10-20,10:17:00,142,Female,38,Electronics,3,500.00,200.00,1500.00
68,2022-12-15,09:06:00,146,Male,25,Electronics,1,300.00,84.00,300.00
192,2022-11-08,08:05:00,134,Male,62,Beauty,2,50.00,13.00,100.00
1054,2022-01-10,09:24:00,49,Female,38,Electronics,3,500.00,140.00,1500.00
1068,2022-09-14,10:11:00,136,Male,25,Electronics,1,300.00,111.00,300.00
1192,2022-03-29,08:41:00,37,Male,62,Beauty,2,50.00,20.50,100.00
331,2022-08-16,08:33:00,28,Male,28,Electronics,3,30.00,10.20,90.00
346,2022-09-05,06:54:00,38,Male,59,Clothing,2,500.00,215.00,1000.00
657,2022-01-29,08:53:00,46,Male,40,Clothing,1,25.00,8.00,25.00
732,2022-10-13,08:45:00,136,Male,61,Electronics,2,500.00,250.00,1000.00
972,2022-08-16,11:42:00,139,Male,49,Beauty,4,25.00,6.75,100.00
1331,2022-05-15,09:29:00,36,Male,28,Electronics,3,30.00,13.80,90.00
1346,2022-04-10,10:01:00,112,Male,59,Clothing,2,500.00,130.00,1000.00
1657,2022-08-09,10:05:00,61,Male,40,Clothing,1,25.00,8.00,25.00
1732,2022-02-25,07:05:00,55,Male,61,Electronics,2,500.00,215.00,1000.00
1972,2022-12-21,06:39:00,5,Male,49,Beauty,4,25.00,9.25,100.00
714,2022-10-29,08:50:00,20,Female,18,Clothing,1,500.00,190.00,500.00
1714,2022-11-23,06:07:00,111,Female,18,Clothing,1,500.00,245.00,500.00
193,2022-03-27,10:40:00,55,Male,35,Beauty,3,500.00,180.00,1500.00
577,2022-04-21,11:55:00,45,Male,21,Beauty,4,500.00,215.00,2000.00
848,2022-01-24,10:46:00,15,Female,63,Clothing,3,25.00,9.75,75.00
945,2022-10-01,10:01:00,120,Male,30,Beauty,1,25.00,13.25,25.00
1193,2022-05-11,11:31:00,50,Male,35,Beauty,3,500.00,145.00,1500.00
1577,2022-09-11,06:22:00,145,Male,21,Beauty,4,500.00,160.00,2000.00
1848,2022-12-27,10:16:00,63,Female,63,Clothing,3,25.00,12.50,75.00
1945,2022-04-19,09:55:00,33,Male,30,Beauty,1,25.00,10.75,25.00
11,2022-02-27,10:30:00,151,Male,23,Clothing,2,50.00,23.50,100.00
821,2022-11-23,11:27:00,40,Male,49,Electronics,1,300.00,129.00,300.00
45941,2022-04-01,06:48:00,15,Male,23,Clothing,2,50.00,19.00,100.00
1821,2022-10-03,07:17:00,42,Male,49,Electronics,1,300.00,108.00,300.00
133,2022-06-23,09:01:00,70,Male,20,Electronics,3,300.00,87.00,900.00
1133,2022-03-05,06:42:00,58,Male,20,Electronics,3,300.00,159.00,900.00
16,2022-06-25,10:33:00,82,Male,19,Clothing,3,500.00,180.00,1500.00
42,2022-12-08,08:29:00,63,Male,22,Clothing,3,300.00,147.00,900.00
292,2022-10-10,06:33:00,111,Male,20,Beauty,4,300.00,141.00,1200.00
416,2022-08-21,09:29:00,55,Male,53,Electronics,4,500.00,245.00,2000.00
584,2022-12-31,10:21:00,106,Female,27,Beauty,4,50.00,16.50,200.00
861,2022-09-30,08:57:00,22,Female,41,Clothing,3,30.00,9.60,90.00
45946,2022-12-12,07:39:00,52,Male,19,Clothing,3,500.00,200.00,1500.00
1042,2022-02-11,06:21:00,7,Male,22,Clothing,3,300.00,150.00,900.00
1292,2022-05-15,08:20:00,88,Male,20,Beauty,4,300.00,90.00,1200.00
1416,2022-12-29,10:47:00,111,Male,53,Electronics,4,500.00,125.00,2000.00
1584,2022-09-03,11:07:00,62,Female,27,Beauty,4,50.00,16.50,200.00
1861,2022-07-04,10:41:00,145,Female,41,Clothing,3,30.00,10.20,90.00
256,2022-01-09,08:05:00,3,Male,23,Clothing,2,500.00,270.00,1000.00
1256,2022-11-05,09:58:00,29,Male,23,Clothing,2,500.00,190.00,1000.00
44,2022-03-03,11:07:00,93,Female,22,Clothing,1,25.00,11.75,25.00
257,2022-12-10,08:49:00,130,Male,19,Beauty,4,500.00,165.00,2000.00
1044,2022-02-20,09:08:00,70,Female,22,Clothing,1,25.00,7.50,25.00
1257,2022-05-10,11:55:00,29,Male,19,Beauty,4,500.00,255.00,2000.00
268,2022-04-14,08:26:00,93,Female,28,Electronics,1,30.00,8.70,30.00
287,2022-08-26,11:07:00,88,Male,54,Clothing,4,25.00,10.00,100.00
966,2022-11-07,07:22:00,119,Male,60,Electronics,2,500.00,190.00,1000.00
1268,2022-06-09,09:33:00,15,Female,28,Electronics,1,30.00,14.10,30.00
1287,2022-09-13,08:03:00,120,Male,54,Clothing,4,25.00,7.00,100.00
1966,2022-07-20,09:52:00,74,Male,60,Electronics,2,500.00,200.00,1000.00
70,2022-12-27,10:48:00,147,Female,43,Clothing,1,300.00,84.00,300.00
371,2022-12-18,10:01:00,32,Female,20,Beauty,1,25.00,13.00,25.00
900,2022-11-10,08:41:00,130,Male,21,Clothing,2,30.00,15.60,60.00
1070,2022-07-14,11:12:00,102,Female,43,Clothing,1,300.00,120.00,300.00
1371,2022-05-06,06:52:00,41,Female,20,Beauty,1,25.00,13.50,25.00
1900,2022-01-21,06:43:00,65,Male,21,Clothing,2,30.00,10.80,60.00
8,2022-12-27,11:19:00,148,Male,30,Electronics,4,25.00,11.00,100.00
41,2022-10-11,10:36:00,88,Male,34,Clothing,2,25.00,13.25,50.00
454,2022-03-12,07:20:00,13,Female,46,Beauty,1,25.00,13.00,25.00
780,2022-07-06,11:30:00,107,Male,52,Electronics,2,25.00,13.25,50.00
920,2022-08-20,10:25:00,99,Female,28,Beauty,3,25.00,6.75,75.00
45938,2022-01-10,08:51:00,116,Male,30,Electronics,4,25.00,13.00,100.00
1041,2022-05-10,07:27:00,74,Male,34,Clothing,2,25.00,11.00,50.00
1454,2022-06-25,11:18:00,22,Female,46,Beauty,1,25.00,6.75,25.00
1780,2022-12-11,10:00:00,32,Male,52,Electronics,2,25.00,10.50,50.00
1920,2022-10-24,08:33:00,23,Female,28,Beauty,3,25.00,9.25,75.00
396,2022-12-15,07:11:00,29,Female,55,Beauty,1,30.00,10.80,30.00
1396,2022-06-07,06:23:00,9,Female,55,Beauty,1,30.00,8.40,30.00
168,2022-04-29,09:20:00,138,Male,53,Clothing,1,300.00,102.00,300.00
400,2022-03-08,09:52:00,2,Male,53,Clothing,4,50.00,24.00,200.00
611,2022-07-21,08:13:00,11,Male,51,Beauty,3,500.00,180.00,1500.00
800,2022-09-19,07:33:00,111,Male,32,Clothing,4,300.00,87.00,1200.00
1168,2022-07-10,07:56:00,68,Male,53,Clothing,1,300.00,150.00,300.00
1400,2022-09-12,11:54:00,115,Male,53,Clothing,4,50.00,20.00,200.00
42675,2022-11-17,07:30:00,125,Male,51,Beauty,3,500.00,180.00,1500.00
1800,2022-08-21,10:53:00,1,Male,32,Clothing,4,300.00,111.00,1200.00
272,2022-06-10,11:57:00,112,Female,61,Electronics,2,50.00,27.50,100.00
473,2022-09-25,10:09:00,1,Male,64,Beauty,1,50.00,14.50,50.00
506,2022-04-29,07:13:00,9,Male,34,Beauty,3,500.00,200.00,1500.00
766,2022-01-04,08:02:00,128,Male,38,Electronics,3,300.00,165.00,900.00
1272,2022-04-14,11:59:00,66,Female,61,Electronics,2,50.00,17.00,100.00
1473,2022-03-19,09:06:00,30,Male,64,Beauty,1,50.00,13.00,50.00
42156,2022-01-09,07:31:00,52,Male,34,Beauty,3,500.00,245.00,1500.00
1766,2022-11-22,06:08:00,6,Male,38,Electronics,3,300.00,129.00,900.00
135,2022-04-18,07:22:00,104,Male,20,Clothing,2,25.00,13.00,50.00
1135,2022-01-14,08:16:00,124,Male,20,Clothing,2,25.00,12.50,50.00
2,2022-06-24,10:07:00,104,Female,26,Clothing,2,500.00,135.00,1000.00
158,2022-01-21,11:38:00,141,Female,44,Electronics,2,300.00,132.00,600.00
185,2022-06-27,09:48:00,57,Male,24,Clothing,1,25.00,7.00,25.00
433,2022-07-29,08:48:00,144,Male,29,Beauty,4,50.00,20.00,200.00
45932,2022-03-02,09:24:00,69,Female,26,Clothing,2,500.00,270.00,1000.00
1158,2022-02-24,09:29:00,77,Female,44,Electronics,2,300.00,138.00,600.00
1185,2022-10-04,10:28:00,153,Male,24,Clothing,1,25.00,10.25,25.00
1433,2022-01-16,11:41:00,113,Male,29,Beauty,4,50.00,15.50,200.00
152,2022-06-16,11:58:00,120,Male,43,Electronics,4,500.00,210.00,2000.00
753,2022-07-06,10:07:00,70,Female,32,Clothing,1,30.00,15.90,30.00
763,2022-04-23,09:43:00,58,Male,34,Clothing,2,25.00,11.50,50.00
932,2022-10-08,08:33:00,120,Female,45,Beauty,4,25.00,7.75,100.00
1152,2022-12-26,07:48:00,87,Male,43,Electronics,4,500.00,170.00,2000.00
1753,2022-07-17,07:40:00,28,Female,32,Clothing,1,30.00,10.50,30.00
1763,2022-06-30,11:37:00,93,Male,34,Clothing,2,25.00,13.50,50.00
1932,2022-11-08,07:07:00,96,Female,45,Beauty,4,25.00,6.25,100.00
399,2022-12-07,09:25:00,136,Female,64,Beauty,2,30.00,12.90,60.00
500,2022-10-14,06:11:00,120,Female,60,Beauty,4,25.00,11.50,100.00
514,2022-11-04,08:35:00,139,Female,18,Electronics,1,300.00,96.00,300.00
1399,2022-01-28,09:32:00,15,Female,64,Beauty,2,30.00,16.20,60.00
1500,2022-04-20,08:36:00,53,Female,60,Beauty,4,25.00,8.50,100.00
1514,2022-07-12,10:55:00,59,Female,18,Electronics,1,300.00,75.00,300.00
947,2022-07-31,07:09:00,4,Male,50,Beauty,1,300.00,129.00,300.00
1947,2022-03-05,06:27:00,134,Male,50,Beauty,1,300.00,75.00,300.00
220,2022-05-07,06:44:00,138,Male,64,Beauty,1,500.00,140.00,500.00
339,2022-08-18,10:27:00,33,Female,22,Electronics,2,25.00,10.25,50.00
785,2022-10-19,06:09:00,88,Female,31,Beauty,4,50.00,13.00,200.00
885,2022-09-17,10:10:00,121,Female,52,Clothing,4,30.00,14.40,120.00
888,2022-12-01,06:03:00,63,Female,52,Electronics,4,25.00,12.75,100.00
46011,2022-06-29,11:16:00,47,Male,64,Beauty,1,500.00,240.00,500.00
1339,2022-11-10,10:34:00,132,Female,22,Electronics,2,25.00,7.50,50.00
1785,2022-02-20,11:17:00,144,Female,31,Beauty,4,50.00,17.00,200.00
1885,2022-11-09,07:32:00,148,Female,52,Clothing,4,30.00,10.80,120.00
1888,2022-06-14,08:10:00,49,Female,52,Electronics,4,25.00,12.50,100.00
621,2022-04-13,09:55:00,138,Female,40,Beauty,2,500.00,275.00,1000.00
1621,2022-09-22,10:49:00,2,Female,40,Beauty,2,500.00,160.00,1000.00
52,2022-09-19,09:42:00,55,Female,36,Beauty,1,300.00,111.00,300.00
